survey_id,customer_id,nps_score,survey_date,plan_type,contract_type,segment,feedback_category,feedback_text
SV-03557,C-2359,0,2024-03-02,Starter,Monthly,detractor,Billing,"I like that the phone system scales with our volume, but the billing portal sometimes lags when we try to view invoices. Since we’re on a heavy usage tier, quick access to billing history is important. Enhancing that area would improve the overall experience."
SV-02927,C-2360,7,2024-07-21,Enterprise,Monthly,passive,Account,"Unacceptable service—payment failures and broken account access forced us to lose key customers."
SV-00961,C-2361,3,2024-06-10,Starter,Monthly,detractor,Feature Request,"Despite having a high adoption rate for the messaging features, we constantly run into limitations with the reporting module. The current dashboards don’t let us filter call metrics by team, which hampers our ability to assess performance. We’ve submitted multiple feature requests, but the lack of progress feels like we’re being ignored. Adding custom report capabilities would solve a major pain point for us. At this point, we’re considering moving to a solution that offers more flexible analytics."
SV-00960,C-2361,2,2024-07-04,Starter,Monthly,detractor,Feature Request,"Frustrated that the feature request portal never moves beyond the “received” status."
SV-03784,C-2362,3,2024-06-07,Starter,Monthly,detractor,Feature Request,"While the platform’s core calling functions are solid, the absence of a native integration with our ticketing system forces manual workarounds. We’ve asked for a direct API connection several times, yet there’s been no indication of a timeline. The moderate usage we have is hampered by this gap, and our agents spend extra time copying data. If a seamless integration were provided, it would greatly improve efficiency. Until then, we’re evaluating alternatives that already support this feature."
SV-03783,C-2362,3,2024-10-25,Starter,Monthly,detractor,Feature Request,"Honestly, the routing feature never works the way we need, causing dropped calls and frustrated agents. We’ve asked for more customization for months, and with no sign of improvement we’re planning to move to another provider."
SV-02873,C-2363,3,2024-12-05,Starter,Monthly,detractor,Billing,"Billing errors keep popping up, and we’ve already decided to switch providers."
SV-00073,C-2364,7,2024-06-02,Starter,Monthly,passive,General,"Overall, the platform is stable and the call quality meets our needs most of the time. Our team appreciates the easy integration with our CRM, which speeds up ticket handling. However, we’ve encountered a few critical tickets that lingered longer than expected, especially around voicemail sync. A quicker resolution on those would boost our confidence even more. Aside from that, we’re satisfied and will keep using the service."
SV-00072,C-2364,9,2024-07-24,Starter,Monthly,promoter,General,"Fantastic video conferencing – crystal clear audio and no lag, it’s exactly what our remote meetings needed."
SV-01481,C-2365,2,2024-06-06,Enterprise,Annual,detractor,Billing,"We’ve been paying for this service for over two years, yet the platform keeps crashing during peak call volumes, costing us revenue and client trust. On top of that, three payment attempts failed in a row, forcing us to scramble for alternative billing methods. Support finally responded, but the fixes were temporary and our agents are fed up. The technical instability combined with billing headaches makes us feel we’ve wasted a huge investment. We’re actively looking to terminate the contract as soon as possible."
SV-01480,C-2365,0,2024-09-12,Enterprise,Annual,detractor,Billing,"This platform is a disaster – constant outages and repeated payment failures have crippled our contact center. We’ve lost major clients because we can’t rely on the service, and the lack of any real support makes it impossible to stay."
SV-02532,C-2366,1,2024-12-21,Professional,Annual,detractor,Technical,"After months of battling endless technical glitches, we’re at our wit’s end with this system. Call drops happen daily, and the audio quality is often garbled, which has forced us to apologize to customers repeatedly. Support tickets pile up, and nearly 40% remain unresolved despite being marked critical. The promised SLA’s are never met, and we feel the company has ignored our repeated pleas for a fix. At this point, we’re preparing to move our entire operation to a more reliable provider."
SV-02533,C-2366,1,2024-05-23,Professional,Annual,detractor,Technical,"I’m still dealing with the same unresponsive technical support and frequent call failures that were never fixed after the first survey. It feels like the platform’s problems are being ignored, and we’re seriously considering a migration."
SV-00068,C-2367,2,2024-08-04,Starter,Annual,detractor,Technical,"Leaving because the system’s reliability is terrible and the support never resolves the technical issues."
SV-03108,C-2368,6,2024-08-06,Professional,Monthly,detractor,Technical,"The call quality on the platform feels mediocre, especially during international calls where audio often cuts out. While the interface is user‑friendly and the video meetings work fine, the inconsistent voice clarity hampers our daily operations. We don’t experience any major outages, but the lack of robust audio codecs is disappointing given our subscription level. A more stable and clearer audio stream would make the service truly competitive. Until then, we’re just getting by with this as an okay, but not great, solution."
SV-03040,C-2369,0,2024-07-13,professional,Annual,detractor,Account,"Honestly, after three payment failures and a critical outage that knocked our call center offline for hours, we decided to terminate the contract and move to a competitor. The platform never delivered the reliability we were promised, and the billing headaches were the final straw."
SV-00237,C-2370,3,2024-09-13,Starter,Annual,detractor,Technical,"From day one, the onboarding felt half‑baked and we never got proper training on the routing rules. Our usage is low because the system constantly drops calls, and the four failed payment attempts added unnecessary stress. The critical ticket we raised about call quality was finally resolved after a week, but by then we had already lost several clients. Technical support only addressed half of our issues, leaving us with unresolved bugs that still affect our agents. At this point we’re seriously considering switching providers."
SV-01191,C-2371,2,2024-01-06,Starter,Monthly,detractor,Billing,"We’re fed up with endless billing errors and a half‑resolved invoice that cost us money."
SV-01190,C-2371,1,2024-12-27,Starter,Monthly,detractor,Billing,"After the platform overcharged us and failed to fix the issue, we cancelled our account."
SV-02427,C-2372,2,2024-02-03,Starter,Annual,detractor,Technical,"Despite adopting only a few features, the constant payment failures and frequent technical glitches make the service feel unusable. Our low usage is a direct result of the poor call quality and the lack of reliable support. I’m leaning towards ending our contract soon."
SV-02426,C-2372,2,2024-11-02,Starter,Annual,detractor,Technical,"Over the past months we’ve struggled with a clunky onboarding process that never explained how to set up our call queues properly. The four payment failures added to our frustration, and the high‑priority technical tickets we opened remain partially unresolved. Each time we contact support, we receive generic responses that don’t address the root cause. The platform’s reliability is still questionable, and our agents are hesitant to rely on it for daily operations. Unless these issues are fixed quickly, we’ll have to look elsewhere."
SV-00893,C-2373,3,2024-08-25,Starter,Annual,detractor,Account,"Although we originally liked the concept, the platform’s instability and the three payment failures forced us to leave. Our technical team kept hitting unresolved bugs that slowed down our workflow. We’ve already moved to a different provider."
SV-00894,C-2373,1,2024-05-15,Starter,Annual,detractor,Billing,"Since the start, the platform has been riddled with payment failures and declining performance, and this latest survey reflects how far it has slipped. The critical incident last quarter where calls dropped mid‑conversation crippled our support operations, and the unresolved technical tickets only worsened the situation. Billing errors kept popping up, forcing us to spend extra time reconciling invoices. We feel the service has failed to meet even basic expectations, and we’re actively seeking alternatives. It’s disappointing to see such a decline from a product we once trusted."
SV-04131,C-2374,8,2024-10-20,Professional,Monthly,passive,Feature Request,"Our agents rely heavily on the routing feature, and it generally works well, but we wish the video conferencing UI was more intuitive for quick meetings. Apart from that, the platform meets our needs."
SV-01026,C-2375,8,2024-11-25,Starter,Annual,passive,General,"The system is solid for our daily calls, though the onboarding materials could be clearer for new users. A minor suggestion would be to add a searchable knowledge base within the app."
SV-01027,C-2375,8,2024-06-13,Starter,Annual,passive,Feature Request,"Honestly, the call routing works great for our agents, but we rarely log in and sometimes miss new feature announcements. It would help to have a digest email summarizing updates. Also, a quicker way to export call logs would be nice."
SV-00583,C-2376,10,2024-06-05,Enterprise,Monthly,promoter,General,"Wow! The platform has become the backbone of our contact center, handling over 200 calls per hour without a hiccup. Video meetings never drop, and the integration with our CRM feels seamless. Our agents love the intuitive chat and the analytics dashboard gives us real‑time insights we never had before. Support has been lightning‑fast whenever we’ve needed help, and we’re already recommending it to partners."
SV-00582,C-2376,9,2024-12-29,Enterprise,Monthly,promoter,General,"Our team relies on the unified communications suite daily, and the reliability has exceeded expectations. The video conferencing quality stays crystal clear even on shaky connections, and the call recording feature is indispensable for training. We’ve also appreciated the easy setup of the messaging channels across departments. The recent rollout of the AI‑powered transcription has saved us countless minutes. Keep up the great work!"
SV-00350,C-2377,2,2024-11-01,Starter,Monthly,detractor,Technical,"Frustrated that the call quality constantly drops and we lost several clients because of it."
SV-02790,C-2378,8,2024-12-14,Starter,Monthly,passive,Feature Request,"Disappointed that we haven’t been able to fully adopt the messaging features despite the high potential. A guided onboarding walkthrough would get us up to speed faster, and adding a bulk user import would save us hours."
SV-02076,C-2379,2,2024-08-28,Professional,Monthly,detractor,Technical,"Angry that the system crashed during a peak hour, costing us a day’s worth of sales."
SV-03393,C-2380,7,2024-07-04,Starter,Monthly,passive,Account,"Surprisingly, the account portal is confusing, and we still haven’t resolved the billing discrepancy from last month."
SV-00521,C-2381,8,2024-11-01,Enterprise,Annual,passive,Billing,"Kudos to the billing team for finally clearing the duplicate invoice after a week of back‑and‑forth. The platform’s call handling is solid, and our agents appreciate the reliable video rooms. However, we still struggle to find the usage reports we need for budgeting. A more intuitive dashboard for consumption metrics would be a huge help. Overall, we’re satisfied but hope the reporting improves."
SV-00522,C-2381,8,2024-03-10,Enterprise,Annual,passive,Billing,"Appreciate how quickly the recent billing issue was resolved, which restored our confidence in the service. The heavy call volume runs smoothly, and the integration with our ticketing system saves time. Yet, the lack of a customizable invoice template forces us to do manual edits each month. Adding that flexibility would streamline our accounting process. Keep the reliability high, and we’ll stay on board."
SV-02807,C-2382,8,2024-08-30,Professional,Monthly,passive,Feature Request,"Generally happy with the platform’s performance, but the agent routing rules feel limited. It would be great to have conditional routing based on skill tags, and a more granular analytics view for call outcomes."
SV-00972,C-2383,9,2024-12-07,Enterprise,Monthly,promoter,General,"Honestly, our call center agents swear by the intelligent routing feature—they've been using it for every inbound call since day one. Even though I haven't logged in for two months, the system still routes calls flawlessly and the video rooms never drop. The integration with our CRM feels seamless, and the team messaging keeps everyone on the same page during peak hours. I appreciate the 99.99% uptime, which has been a lifesaver for our global operations. Keep up the great work!"
SV-02215,C-2384,5,2024-03-25,Starter,Annual,detractor,Onboarding,"Frankly, the platform feels half‑baked for a small business like ours; the onboarding videos never covered how to set up call forwarding properly. We end up spending more time figuring it out than actually talking to customers, which defeats the purpose of a starter plan."
SV-02214,C-2384,5,2024-10-24,Starter,Annual,detractor,General,"To be honest, the limited feature set and confusing UI make it hard to get any real value out of the service."
SV-01044,C-2385,8,2024-11-18,Starter,Annual,passive,Feature Request,"While the video conferencing works well and the audio quality is solid, I wish the chat app allowed custom emoji reactions for a more engaging team experience. Also, the mobile app sometimes lags when switching between calls and messages."
SV-01232,C-2386,1,2024-07-20,professional,Monthly,detractor,Account,"Overall, this has been a disaster; the onboarding process was rushed and the critical incident last month left our support line down for hours. I paid monthly expecting reliable service, yet the call quality deteriorated and the billing team kept sending confusing invoices. With a critical ticket still unresolved, I feel the investment was wasted. My account has been marked for cancellation, and I'm actively looking for a replacement. I regret ever signing up."
SV-02186,C-2387,8,2024-07-28,Enterprise,Annual,passive,Billing,"Despite loving how our agents handle high call volumes, the repeated payment failures have been a nuisance and almost caused us to lose service. The technical team resolved the call routing issue quickly, but the billing hiccups need a smoother process."
SV-03242,C-2388,8,2024-02-01,Professional,Monthly,passive,Technical,"Our experience has been mixed; the platform is stable and the video calls rarely drop, which is great for remote meetings. However, we’ve logged 16 support tickets this year, and about 6% remain unresolved, causing frustration during peak periods. The technical support responded promptly but sometimes the fixes were temporary. The integration with our helpdesk still glitches, requiring manual workarounds. Still, the core communication features keep our team productive."
SV-03241,C-2388,6,2024-07-11,Professional,Monthly,detractor,General,"I used to rate this service much higher, but over the past year the experience has slipped. The recent update introduced latency in the messaging app, and the number of unresolved tickets has crept up, which is disappointing. While the call quality remains decent, the onboarding materials haven’t kept pace with new features, leaving us to figure things out on our own. I hope the team addresses these issues because the platform still has potential. At the moment, I’m on the fence about renewing."
SV-02741,C-2389,2,2024-12-28,Professional,Monthly,detractor,Account,"The constant account billing errors and the fact that a third of my support tickets are still open made me decide to move to another provider. Even though the call routing works, the lack of responsive account management is unacceptable."
SV-02742,C-2389,2,2024-05-23,Professional,Monthly,detractor,Account,"We've already cancelled and are seeking a platform that actually honors its service promises."
SV-01316,C-2390,6,2024-07-19,Starter,Annual,detractor,Billing,"The billing reports keep showing extra fees that we never authorized, and the invoice explanations are vague. It feels like we’re paying for features we never use, so the value isn’t clear for a starter plan."
SV-01317,C-2390,6,2024-04-11,Starter,Annual,detractor,Billing,"We’ve noticed the same recurring charge discrepancy each month, and the support team’s response time hasn’t improved. It’s hard to justify staying when the cost keeps creeping up without added functionality."
SV-03978,C-2391,7,2024-08-20,Starter,Annual,passive,Technical,"Overall the call quality is solid and the video meetings rarely drop, which keeps our team productive. The occasional technical hiccup after a payment failure is a bit annoying, but the platform recovers quickly enough."
SV-03979,C-2391,7,2024-05-29,Starter,Annual,passive,Feature Request,"Our agents rely on the routing feature, and it generally works well, though we still see a few dropped calls after the last update. A smoother integration with our CRM would make the experience flawless."
SV-02917,C-2392,9,2024-06-18,Professional,Monthly,promoter,Account,"Leaving because the system never delivered on the promised uptime and we wasted months on a broken setup."
SV-01185,C-2392,8,2024-08-10,Professional,Monthly,passive,Billing,"We've been on the platform for years, but the recent payment failures have caused our finance team to lose trust. Every time we try to settle the invoice, the system flags an error and we have to call support, which takes hours. On top of that, the call quality deteriorates during peak hours, leading to dropped client calls. Our agents are frustrated because they can’t rely on a stable connection, and we’re considering a switch if this isn’t fixed soon."
SV-01184,C-2393,1,2024-11-08,Professional,Monthly,detractor,Technical,"Frustrated that after multiple tickets the audio glitches still persist, making our call center unusable."
SV-03986,C-2394,2,2024-06-30,Enterprise,Annual,detractor,General,"I’m really impressed with how our support agents can jump into a video call directly from the chat window – it cuts resolution time dramatically. The routing engine has been rock‑solid even during our busiest weeks, and the analytics dashboard gives us clear insight into call volumes. Integration with our CRM feels seamless, and the mobile app works just as well as the desktop client. Even though we’ve hit a couple of critical alerts, the platform’s reliability has kept us confident in scaling up."
SV-03985,C-2394,1,2024-12-07,Enterprise,Annual,detractor,Feature Request,"Honestly the platform has become a central hub for our team, especially the unified messaging and screen‑share features. The call quality is consistently high, but I wish the reporting module allowed custom date ranges without exporting CSVs. Our power users also want a way to set up auto‑dial sequences for outbound campaigns. Overall, it’s a strong product, and the recent UI tweaks make navigation smoother."
SV-04011,C-2395,2,2024-12-01,Professional,Annual,detractor,Billing,"Payment failures keep popping up, and the billing portal never clears the error, forcing us to pause services."
SV-03636,C-2396,1,2024-07-28,enterprise,Monthly,detractor,Technical,"Honestly, after months of dropped calls and a critical outage that froze our call center, we’re pulling the plug and moving to a more reliable provider."
SV-01601,C-2397,4,2024-11-19,Enterprise,Monthly,detractor,Account,"We’ve been using the platform heavily for over a year, but the recent account‑management changes have made it impossible to get timely support. The support team finally resolved our issue, but the delay cost us several client calls. At this point we’re seriously considering a switch."
SV-02559,C-2398,3,2024-10-23,Enterprise,Annual,detractor,Billing,"The billing portal keeps rejecting our payments, and each failed attempt triggers an alert that halts our outbound campaigns. While the technical team patched the call routing glitch, the unresolved billing errors keep us on edge. We’re looking at other vendors who can handle invoicing without the drama."
SV-03322,C-2399,6,2024-03-26,Professional,Annual,detractor,Technical,"It's frustrating that after a decent onboarding, the core video conferencing features still lag and freeze during meetings. The occasional call quality dip feels like a step back from what was promised. I wish the platform would get these basics right before adding new bells and whistles."
SV-03321,C-2399,5,2024-10-03,Professional,Annual,detractor,Feature Request,"My team adopted the messaging suite hoping it would replace our fragmented chat tools, but the lack of robust search and thread organization makes daily communication a chore. We’ve also run into intermittent audio echo during conference calls, which isn’t acceptable for client presentations. Onboarding was smooth, yet the feature set feels half‑baked, especially compared to competitors. I’d love to see a unified inbox and better noise‑cancellation options rolled out soon. Until then, our usage stays limited and we’re not convinced the platform justifies its cost."
SV-02593,C-2400,4,2024-11-18,Professional,Annual,detractor,Account,"After months of relying on the platform for our call center, the recent critical billing dispute froze our account and halted outbound campaigns. Our agents, who handle over 150 calls daily, reported frequent call drops and a laggy dashboard that slowed their response times. Support finally cleared the invoice, but the unresolved tickets lingered far longer than promised. The combination of billing friction and unstable performance makes us question the value we’re getting. We’re actively evaluating alternatives that can guarantee uptime and smoother financial processes."
SV-02594,C-2400,2,2024-03-18,Professional,Annual,detractor,Billing,"I'm fed up with the constant payment failures that have plagued our account for the past quarter, each one triggering a service interruption we can’t afford. On top of that, the platform’s call quality has deteriorated, with echo and dropped connections becoming the norm during client meetings. Our support tickets sit unresolved, and the critical incidents we raised never received a proper fix. It feels like we’ve wasted a year’s worth of investment on a system that can’t deliver basic reliability. We’re in the process of terminating the contract and moving to a competitor that respects both billing and performance."
SV-03689,C-2401,3,2024-12-20,starter,Annual,detractor,Billing,"Despite logging in regularly, our low usage is hampered by four payment failures that keep locking our account. The technical glitches during video calls add to the irritation, and support hasn’t fully resolved them yet. We’re weighing whether to stay or move on."
SV-03158,C-2402,9,2024-07-03,Starter,Monthly,promoter,General,"Team has been thrilled with how seamlessly the video conferencing and team messaging integrate into our daily workflow. The call routing feature our agents use daily has cut average handling time by 20%, and the crystal‑clear audio quality never drops, even during peak hours. Onboarding was quick, and the support team responded to our few technical queries with lightning speed. We especially love the ability to pull up call transcripts instantly, which has boosted our compliance reporting. I’ll gladly recommend this platform to anyone looking for a reliable unified communications solution."
SV-02249,C-2403,1,2024-07-11,starter,Annual,detractor,Billing,"Finally, the endless billing glitches and constant audio dropouts forced us to cancel our contract."
SV-00838,C-2404,7,2024-12-03,Professional,Monthly,passive,General,"Overall the platform meets our needs, but we wish the UI could be a bit more intuitive when switching between call queues. We've been away from the dashboard for a while, so a quick refresher would help."
SV-01620,C-2405,6,2024-08-23,Professional,Monthly,detractor,Billing,"We appreciate the call routing features, but the billing statements keep showing extra line items we never use. It takes a lot of time to reconcile each month, and the support team hasn't offered a clear explanation. If invoicing could be simplified, we'd be more satisfied."
SV-01621,C-2405,6,2024-05-07,Professional,Monthly,detractor,Billing,"After a year of using the service we still run into the same billing quirks that we flagged last quarter. The monthly invoice often lists phantom international call charges that we never make. Our finance team spends hours chasing these discrepancies, even though the support tickets are closed quickly. We'd like a transparent cost breakdown and maybe an option to cap usage. Otherwise the call quality and video features are solid."
SV-01215,C-2406,2,2024-12-21,professional,Annual,detractor,Technical,"This platform has been a nightmare—constant call drops, unresolved tickets, and a botched payment that forced us to pull the plug."
SV-02657,C-2407,3,2024-03-15,Enterprise,Monthly,detractor,Onboarding,"We tried to get our agents up to speed, but the onboarding materials were barely enough to understand the advanced routing options. Because of that, many features sit unused, and the call quality suffers during peak hours. When we raised these concerns, the support responses were generic and didn't resolve the underlying glitches. Given the high usage, we expected a more robust training program. At this point we're evaluating other providers."
SV-02656,C-2407,2,2024-07-23,Enterprise,Monthly,detractor,Technical,"Honestly, the system crashes during video calls and the support team hasn't fixed the bugs despite multiple tickets."
SV-00303,C-2408,7,2024-07-06,Professional,Monthly,passive,Billing,"The billing portal finally reflects our recent usage, though a few line items remain ambiguous. We'd appreciate clearer labeling, but overall the phone and video features work flawlessly."
SV-01887,C-2409,3,2024-08-08,Starter,Monthly,detractor,Feature Request,"Although we liked the messaging interface, the limited call minutes on the Starter plan forced us to cut back on essential outreach. We'd consider staying if a pay‑as‑you‑go option were available."
SV-01888,C-2409,0,2024-01-23,Starter,Monthly,detractor,Billing,"I'm fed up with endless billing errors and a support team that never gets back to us, which is why we finally walked away."
SV-02261,C-2410,10,2024-07-17,Enterprise,Annual,promoter,Technical,"Our agents use the intelligent routing feature every day, and it has cut average wait times by half. Video conferences run without hiccups, and the integration with our CRM feels seamless. We did hit a brief snag with a payment failure, but the billing team sorted it out within hours, which we appreciated. The platform’s uptime has been rock solid, and the support staff are proactive. We’ll definitely recommend this solution to other enterprises."
SV-00436,C-2410,8,2024-03-02,Enterprise,Annual,passive,Technical,"Honestly, this platform crashed during our biggest sales day and we lost thousands of dollars."
SV-01951,C-2411,2,2024-05-22,enterprise,Annual,detractor,Billing,"Billing errors kept popping up, and the payment failure wasn’t resolved in time."
SV-03660,C-2411,2,2024-08-09,enterprise,Annual,detractor,Feature Request,"The system is reliable and our team loves the video quality, though a better analytics dashboard would be nice."
SV-02262,C-2412,3,2024-09-14,Starter,Annual,detractor,Billing,"Overall, we’re pleased with call quality and the integration with our CRM, but the occasional payment hiccup is frustrating. It would help if the invoicing portal could show clearer status updates. Otherwise, the platform works well for our high‑volume agents."
SV-01950,C-2412,3,2024-01-07,Starter,Annual,detractor,Onboarding,"We’ve tried to use the system for a few months but the low usage is because the onboarding tutorials never covered the call routing setup. The single payment failure we experienced also added confusion, and we haven’t seen any follow‑up from support. We need clearer guidance and a smoother billing process."
SV-02832,C-2413,7,2024-04-23,Starter,Monthly,passive,Feature Request,"Our agents appreciate the stable video calls, and the chat integration with Slack speeds up collaboration. It would be great to have a customizable hold music option for callers. Otherwise, the service meets our needs."
SV-02831,C-2413,8,2024-09-21,Starter,Monthly,passive,Feature Request,"I’m happy with the overall performance and the call routing works as expected for our moderate traffic. Adding a quick‑switch UI for switching between teams would make daily ops smoother. Keep up the good work!"
SV-00435,C-2414,5,2024-10-14,Professional,Monthly,detractor,Technical,"After moving from our previous provider, we expected a seamless transition, but the platform repeatedly dropped calls during peak hours, causing us to miss critical client meetings. Support tickets were opened, yet the technical team never provided a concrete fix, and the critical incident we faced left our reputation damaged. We also noticed that the call recordings were corrupted, making compliance impossible. Given the high usage we had, this failure feels like a massive waste of our investment, and we are actively looking for alternatives."
SV-03752,C-2415,7,2024-09-19,Professional,Monthly,passive,Billing,"It's disappointing that after several months we still can't rely on the billing statements; they often show inconsistent usage fees that don't match our actual call minutes. Our team also finds the reporting dashboard limited, forcing us to export data manually. While the video quality is solid, the lack of clear pricing and the unresolved ticket about an overcharge have left us underwhelmed. We hoped for a more transparent billing experience, especially with the critical incidents we’ve faced. A revamp of the billing interface would be a welcome improvement."
SV-03659,C-2415,8,2024-06-30,Professional,Monthly,passive,Technical,"Every day our support agents handle dozens of calls, and the call routing feature has become essential for distributing workload efficiently. The video conferencing runs smoothly, and the integration with our ticketing system reduces manual entry. However, the occasional lag in the chat messages disrupts real‑time collaboration, and we’d love to see a more robust mobile app experience. Overall, the platform is solid, but addressing these performance quirks would make it truly indispensable."
SV-02603,C-2416,10,2024-09-04,Enterprise,Monthly,promoter,Feature Request,"We've been using the platform for two years and the call routing has been rock‑solid for our support team. The only thing I'd love to see is a more granular analytics dashboard for call center metrics."
SV-02604,C-2416,10,2024-03-05,Enterprise,Monthly,promoter,General,"Honestly, the unified communications suite has become the backbone of our operations, handling over 200 hours of calls each month without a hitch. Our agents love the automatic queue distribution and the video conference quality has never dropped, even during peak times. The integration with our CRM saves us dozens of manual entry steps daily. If we could get a native chatbot for quick FAQs, it would shave even more time off our workflow. Overall, the service feels premium and reliable."
SV-01275,C-2417,7,2024-09-14,Enterprise,Monthly,passive,Feature Request,"Overall, the system meets most of our needs, especially the team messaging which keeps everyone in sync across time zones. Call quality is generally good, though we occasionally notice a slight echo on international lines. Our usage is high, so we rely heavily on the routing rules that we’ve customized. It would be great if the reporting module offered real‑time dashboards rather than daily dumps. Apart from that, the platform feels solid for a growing business."
SV-01276,C-2417,7,2024-02-29,Enterprise,Monthly,passive,General,"Good platform, just wish the mobile app had better push notifications."
SV-02008,C-2418,4,2024-12-24,starter,Annual,detractor,Billing,"We’ve struggled with recurring payment failures that have put our service on hold more than once. Combined with spotty call quality, I’m seriously considering moving to a competitor who can guarantee uptime."
SV-02801,C-2419,8,2024-09-15,Professional,Annual,passive,General,"The video meetings run smoothly, and the screen‑share works without lag, which our sales team appreciates. A small tweak to the UI—like a dark mode—would make long sessions easier on the eyes."
SV-02443,C-2420,8,2024-09-07,Enterprise,Annual,passive,Technical,"Even though I haven’t logged in recently, my team still relies on the call routing and it rarely drops. The occasional glitch in the analytics view is frustrating, but overall the uptime has been impressive."
SV-01940,C-2421,3,2024-06-21,Professional,Monthly,detractor,Billing,"I’m extremely disappointed with how billing errors keep slipping through, despite multiple tickets that never got resolved. My team was ready to upgrade, but the unresolved charges forced us to cancel the contract. The support team’s response time has been sluggish, and critical incidents were left hanging. I expected a seamless experience after such a large investment, yet we’ve been left juggling manual workarounds. At this point, I’m recommending we look for a more reliable provider."
SV-01939,C-2421,0,2024-08-20,Professional,Monthly,detractor,Billing,"This service is a total waste of money—constant outages and billing nightmares."
SV-00952,C-2422,2,2024-02-14,Starter,Monthly,detractor,Account,"Terrible onboarding and no help from account reps left us stranded from day one."
SV-00951,C-2422,1,2024-10-13,Starter,Monthly,detractor,Account,"Honestly, the platform has been a nightmare for our team – calls drop half the time and the dashboard barely loads. We've lost several client calls because of this, and I'm done paying for a service that can't stay online. I'm pulling the plug and moving to a competitor."
SV-02692,C-2423,7,2024-12-15,Professional,Annual,passive,Billing,"After using the system for a couple of months our agents love the call routing, but the occasional payment failure is frustrating. It would be great if the billing portal gave clearer error messages and auto‑retry options. Otherwise, the call quality is solid."
SV-02693,C-2423,8,2024-05-12,Professional,Annual,passive,Feature Request,"We’ve been relying on the video conference tool for client demos and it’s mostly reliable, though the screen‑sharing lag sometimes stalls our presentations. Our team uses the messaging hub daily and appreciates the integration with our CRM, but we’d love a richer file‑preview feature. The call center analytics are helpful, yet the UI could be more intuitive for new users. Overall, it’s a solid platform that keeps our remote sales workflow humming."
SV-00299,C-2424,2,2024-06-28,Professional,Monthly,detractor,Billing,"Frankly, the billing errors have cost us money we can’t afford to lose. We’ve been overcharged twice and support just shrugged it off."
SV-00298,C-2424,0,2024-10-18,Professional,Monthly,detractor,Billing,"Overall the service has been a complete disaster – constant call drops, garbled audio, and the worst part is being billed for minutes we never used. Our finance team has been fighting phantom charges for weeks, and each time support gives a canned apology without fixing anything. The platform’s uptime reports are a joke, and we’ve already lost two major contracts because clients couldn’t get through. I’m terminating our account immediately and will advise anyone to stay far away. This has been a costly, regretful experiment."
SV-01259,C-2425,4,2024-12-08,Professional,Monthly,detractor,Billing,"My experience has been hampered by recurring billing glitches that show extra fees on our statements. The support tickets finally got resolved, but it took days and we still aren’t sure why the extra charges appeared. The call quality itself is okay, yet these financial hiccups make us reconsider."
SV-01260,C-2425,3,2024-02-22,Professional,Monthly,detractor,Billing,"The billing portal keeps flagging false overdrafts and it’s eating into our budget."
SV-04375,C-2426,7,2024-11-25,Professional,Monthly,passive,Feature Request,"I like the way the messaging integrates with our project tools, but the call‑recording feature is missing for our compliance needs. Adding a simple way to archive recordings would make the platform perfect for us."
SV-03378,C-2427,9,2024-11-05,Professional,Annual,promoter,General,"Our agents use the routing feature daily and it has cut average handling time by 20%, which is a huge win for the team. The video conferencing runs flawlessly even with 50 participants, and the screen‑share quality rivals dedicated solutions. Integration with our CRM auto‑populates client data, saving us countless clicks. Support has been quick to answer, and the platform’s uptime has been rock‑solid for the past year. We’re recommending this service to every partner we know."
SV-01879,C-2428,3,2024-06-11,Professional,Annual,detractor,Technical,"Despite the heavy usage we’ve had, the platform still suffers from intermittent audio echo that confuses both agents and callers. Our team adopted most of the features, yet the lack of a reliable mute‑all option during conference calls is a daily annoyance. The support team finally addressed the echo after multiple tickets, but the resolution took weeks, and the incident caused us to miss a key sales call. We’re looking at alternatives if these bugs aren’t fixed soon."
SV-01878,C-2428,1,2024-12-16,Professional,Annual,detractor,Technical,"Honestly, this platform has been a nightmare—dropped calls during every client demo and cost us multiple deals, so we're pulling the plug."
SV-01724,C-2429,3,2024-12-29,Starter,Annual,detractor,Billing,"After dealing with constant billing errors and a critical invoice that never got resolved, I can't see any value in staying. The system's limited features and our low call volume make it feel like a waste of money."
SV-01725,C-2429,0,2024-03-06,Starter,Annual,detractor,Billing,"We've been forced to abandon the service after just a few weeks because the billing department keeps sending us incorrect invoices and the support team hasn't fixed the problem. Every time we try to set up a simple conference, the video freezes and the audio drops. It feels like we threw away a sizable budget for nothing. Our team is already looking at alternatives, and I doubt we'll ever come back. This whole experience has been a massive disappointment."
SV-01252,C-2430,1,2024-12-18,Professional,Annual,detractor,Billing,"Payment failures keep popping up, and the platform still glitches during calls—I'm done with this."
SV-02904,C-2431,2,2024-10-19,Enterprise,Annual,detractor,Account,"Our call center agents are on their phones 24/7, yet the account team hasn't resolved the recent payment failures, and the system keeps flagging our usage as over limit. The constant critical alerts make it impossible to trust the service, and we're seriously considering moving to a competitor."
